United States,558.22
Russian Federation,540.64
Iran Islamic Republic of,132.25
Canada,129.65
Qatar,128.44
Norway,100.74
China People's Republic of,92.54
Algeria,72.51
Indonesia,67.31
Saudi Arabia,66.22
Netherlands,57.42
Turkmenistan,56.22
Malaysia,51.45
Uzbekistan,51.22
Australia,45.62
Egypt,44.18
United Arab Emirates,43.97
Mexico,40.76
United Kingdom,35.03
Trinidad and Tobago,34.33
Argentina,34.16
Nigeria,33.65
India,33.34
Kazakhstan,28.55
Pakistan,27.13
Thailand,26.2
Oman,26.19
Bolivarian Republic of Venezuela,20.32
Bangladesh,17.58
Brazil,16.25
Ukraine,15.4
Plurinational State of Bolivia,15.3
Azerbaijan,14.84
Kuwait,12.67
Peru,11.99
Bahrain,10.67
Brunei Darussalam,10.5
Myanmar,10.13
Libya,9.96
Germany,9.57
Colombia,9.36
Romania,8.68
Viet Nam,8.25
Italy,7.05
Yemen,6.55
Iraq,5.75
Syrian Arab Republic,5.23
Denmark,5.16
Poland,3.91
New Zealand,3.8
Philippines,3.16
Mozambique,3.15
Japan,3.06
Tunisia,2.83
Israel,2.05
Hungary,1.77
Croatia,1.63
Austria,1.48
Côte d'Ivoire,1.43
Chile,1.03
South Africa,0.96
Cuba,0.82
Tanzania United Republic of,0.81
Angola,0.62
Turkey,0.52
Ecuador,0.51
France,0.45
Serbia*,0.42
Korea,0.39
Chinese Taipei,0.32
Gabon,0.31
Bulgaria,0.31
Cameroon,0.22
Czech Republic,0.21
Republic of the Congo,0.18
Belarus,0.18
Ireland,0.17
Slovak Republic,0.13
Jordan,0.12
Morocco,0.07
Spain,0.05
Senegal,0.03
Kyrgyzstan,0.02
Greece,0.01
Tajikistan,0.01
Albania,0.01
,2826.3
