Russian Federation,540
United States,494.65
Canada,132.39
Iran Islamic Republic of,121.69
Qatar,107.27
Norway,95.18
China People's Republic of,80.14
Indonesia,74.79
Algeria,71.95
Netherlands,63.41
Saudi Arabia,59.88
United Kingdom,51.45
Malaysia,50.99
Uzbekistan,48.94
Egypt,46.4
Australia,44.47
India,42.95
Mexico,42.57
United Arab Emirates,41.54
Turkmenistan,36.88
Trinidad and Tobago,35.82
Argentina,35.36
Pakistan,26.98
Nigeria,26.57
Thailand,24.72
Kazakhstan,24.6
Oman,23.76
Bolivarian Republic of Venezuela,19.16
Bangladesh,16.62
Ukraine,15.43
Azerbaijan,13.99
Libya,13.73
Brazil,12.49
Plurinational State of Bolivia,12.34
Germany,11.11
Bahrain,10.57
Brunei Darussalam,10.27
Myanmar,10.17
Kuwait,9.58
Colombia,9.42
Romania,8.62
Viet Nam,8.12
Peru,7.62
Denmark,7.34
Syrian Arab Republic,7.24
Italy,6.88
Yemen,5.38
Iraq,4.19
New Zealand,3.85
Poland,3.69
Japan,3.21
Tunisia,3.08
Philippines,3.05
Mozambique,2.68
Israel,2.67
Hungary,2.23
Croatia,2.21
Chile,1.55
Austria,1.4
Côte d'Ivoire,1.33
South Africa,1.26
Cuba,0.85
France,0.65
Tanzania United Republic of,0.64
Angola,0.6
Turkey,0.56
Korea,0.49
Ecuador,0.43
Serbia*,0.31
Gabon,0.27
Cameroon,0.26
Chinese Taipei,0.24
Ireland,0.22
Czech Republic,0.2
Belarus,0.18
Jordan,0.14
Slovak Republic,0.09
Republic of the Congo,0.08
Bulgaria,0.06
Morocco,0.04
Spain,0.04
Kyrgyzstan,0.02
Tajikistan,0.02
Senegal,0.02
Slovenia,0.01
Georgia,0.01
Albania,0.01
Greece,0.01
,2704.28
