Russian Federation,485.38
United States,438.93
Canada,135.19
United Kingdom,75.87
Netherlands,68.87
Indonesia,60.16
Algeria,49.47
Uzbekistan,39.89
Norway,36.75
Iran Islamic Republic of,35.49
Malaysia,30.69
Turkmenistan,28.5
United Arab Emirates,28.33
Mexico,27.12
Saudi Arabia,25.7
Australia,25.65
Argentina,23.83
Bolivarian Republic of Venezuela,22.69
India,17.65
China People's Republic of,16.83
Italy,16.36
Germany,16.32
Ukraine,15.44
Romania,13.76
Pakistan,13.71
Egypt,10.64
Thailand,10.23
Brunei Darussalam,9.28
Qatar,7.64
Kuwait,7.6
Bangladesh,5.89
Trinidad and Tobago,5.77
Denmark,5.71
Bahrain,5.66
Kazakhstan,5.29
Libya,5.24
Azerbaijan,5.11
Brazil,4.64
Nigeria,4.46
New Zealand,4.37
Oman,4
Colombia,3.91
Hungary,3.6
Poland,3.14
Plurinational State of Bolivia,2.75
Iraq,2.65
France,2.41
Syrian Arab Republic,2.38
Ireland,2.17
Japan,2.03
South Africa,1.54
Croatia,1.46
Chile,1.45
Myanmar,1.32
Austria,1.28
Tunisia,0.77
Chinese Taipei,0.72
Angola,0.46
Serbia*,0.44
Spain,0.43
Peru,0.42
Côte d'Ivoire,0.37
Viet Nam,0.27
Slovak Republic,0.24
Jordan,0.21
Belarus,0.21
Czech Republic,0.18
Turkey,0.17
Gabon,0.1
Greece,0.05
Tajikistan,0.04
Senegal,0.04
Bulgaria,0.03
Albania,0.02
Kyrgyzstan,0.02
Cuba,0.02
Israel,0.01
Morocco,0.01
Slovenia,0.01
Philippines,0.01
Bosnia and Herzegovina,0
,1887.45
