Russian Federation,534.64
United States,469.66
Canada,145.17
Iran Islamic Republic of,107.99
Norway,89.35
Algeria,73.77
Qatar,69.67
China People's Republic of,67.18
Indonesia,64.32
United Kingdom,62.68
Netherlands,59.88
Turkmenistan,57.4
Malaysia,57.06
Uzbekistan,55.04
Saudi Arabia,54.67
Egypt,50.85
Mexico,42.09
United Arab Emirates,40.65
Australia,39.86
Argentina,39.13
Trinidad and Tobago,33.63
Nigeria,28.19
Pakistan,26.45
India,26.28
Thailand,23.03
Kazakhstan,21.49
Oman,21.05
Bolivarian Republic of Venezuela,18.52
Ukraine,16.12
Bangladesh,14.08
Libya,13.99
Azerbaijan,13.65
Germany,13.17
Plurinational State of Bolivia,12.21
Brazil,11.76
Brunei Darussalam,11.29
Myanmar,10.46
Kuwait,10.37
Bahrain,9.97
Denmark,9.01
Romania,8.99
Italy,7.58
Viet Nam,6.57
Colombia,6.57
Syrian Arab Republic,4.78
Poland,3.69
Japan,3.56
New Zealand,3.44
Peru,3.25
Philippines,3.19
Israel,2.8
Iraq,2.71
Mozambique,2.51
Croatia,2.19
Hungary,2.01
Tunisia,1.94
Chile,1.45
Côte d'Ivoire,1.33
Austria,1.32
South Africa,1.29
Cuba,0.92
Turkey,0.84
France,0.81
Angola,0.56
Tanzania United Republic of,0.46
Ireland,0.35
Ecuador,0.34
Cameroon,0.31
Chinese Taipei,0.29
Serbia*,0.21
Korea,0.19
Belarus,0.17
Czech Republic,0.16
Bulgaria,0.16
Gabon,0.15
Jordan,0.15
Slovak Republic,0.09
Morocco,0.04
Republic of the Congo,0.02
Senegal,0.01
Georgia,0.01
Spain,0.01
Tajikistan,0.01
Kyrgyzstan,0.01
Albania,0.01
Greece,0.01
,2603.24
