United States,563.86
Russian Federation,563.12
Qatar,145.24
Iran Islamic Republic of,132.57
Canada,130.31
China People's Republic of,101.11
Norway,95.57
Algeria,68.89
Saudi Arabia,66.93
Indonesia,66.73
Turkmenistan,63.87
Netherlands,61.75
Malaysia,58.16
Australia,52.13
Uzbekistan,48.55
Egypt,45.12
United Arab Emirates,44.21
Mexico,40.47
Trinidad and Tobago,34.48
United Kingdom,32.86
Argentina,32.39
Kazakhstan,30.69
Nigeria,30.35
India,29.03
Thailand,28.38
Oman,28.31
Pakistan,26.52
Bolivarian Republic of Venezuela,19.58
Bangladesh,18.95
Brazil,17.95
Plurinational State of Bolivia,17.42
Ukraine,16.02
Azerbaijan,15.36
Kuwait,13.32
Peru,12.43
Bahrain,11.63
Libya,10.45
Myanmar,10.4
Brunei Darussalam,10.2
Colombia,9.48
Yemen,8.9
Germany,8.86
Romania,8.6
Viet Nam,8.52
Italy,6.33
Iraq,5.7
Israel,5.26
Syrian Arab Republic,4.29
Denmark,4.28
New Zealand,4.02
Poland,3.82
Mozambique,3.21
Philippines,2.91
Tunisia,2.83
Japan,2.77
Côte d'Ivoire,1.64
Hungary,1.54
Croatia,1.51
Austria,1.19
South Africa,1.03
Cuba,0.85
Tanzania United Republic of,0.82
Chile,0.81
Angola,0.76
Ecuador,0.58
Turkey,0.44
Serbia*,0.42
Korea,0.42
Cameroon,0.38
France,0.29
Chinese Taipei,0.27
Gabon,0.25
Bulgaria,0.23
Czech Republic,0.21
Belarus,0.19
Republic of the Congo,0.18
Ireland,0.15
Jordan,0.11
Slovak Republic,0.1
Morocco,0.08
Spain,0.05
Senegal,0.04
Kyrgyzstan,0.03
Greece,0.01
Albania,0.01
,2899.68
