China People's Republic of,217.75
India,143.98
United States,100.83
Brazil,65.86
Nigeria,57.32
Indonesia,48.59
Canada,38.79
Russian Federation,25.21
Ethiopia,24.62
Pakistan,22.07
France,17.05
Mexico,16.16
Philippines,15.19
Japan,15.15
Thailand,14.42
Viet Nam,14.28
Sweden,12.56
Democratic Republic of Congo,11.48
Norway,11.24
South Africa,11.21
Turkey,10.62
Tanzania United Republic of,9.65
Kenya,9.62
Sudan*,9.15
Myanmar,8.82
Italy,7.83
Colombia,7.74
Bangladesh,7.07
Nepal,5.86
Austria,5.68
Mozambique,5.68
Finland,5.62
Spain,5.57
Australia,5.48
Germany,5.48
Zimbabwe,5.17
Chile,5.07
Zambia,5.05
Ghana,4.97
Paraguay,4.82
Angola,4.71
Bolivarian Republic of Venezuela,4.67
New Zealand,4.45
Cameroon,4.38
Sri Lanka,4.26
Switzerland,4.22
Cuba,4.05
Argentina,4.02
Poland,3.93
Côte d'Ivoire,3.6
Peru,3.41
Guatemala,3.26
Portugal,3.2
Malaysia,2.3
Romania,2.26
Korea Dem. People's Rep. of,2.13
Egypt,2.07
El Salvador,1.73
Honduras,1.7
Benin,1.68
Serbia*,1.66
Georgia,1.6
Iceland,1.52
Croatia,1.5
Tajikistan,1.47
Nicaragua,1.46
United Kingdom,1.35
Haiti,1.34
Ecuador,1.28
Denmark,1.25
Togo,1.23
Ukraine,1.22
Czech Republic,1.22
Uruguay,1.19
Greece,1.18
Morocco,1.14
Iran Islamic Republic of,1.11
Latvia,1.1
Costa Rica,0.98
Senegal,0.98
Plurinational State of Bolivia,0.96
Gabon,0.87
Netherlands,0.84
Dominican Republic,0.82
Hungary,0.81
Kyrgyzstan,0.78
Kazakhstan,0.73
Eritrea,0.71
Tunisia,0.68
Panama,0.66
Uzbekistan,0.64
Albania,0.63
Korea,0.56
Republic of the Congo,0.54
Botswana,0.5
Slovenia,0.49
Jamaica,0.47
Slovak Republic,0.47
Lithuania,0.46
Israel,0.42
Chinese Taipei,0.39
Armenia,0.38
Bosnia and Herzegovina,0.37
Belgium,0.34
Bulgaria,0.33
Namibia,0.29
Belarus,0.26
Macedonia former Yugoslav Republic of,0.25
Azerbaijan,0.23
Syrian Arab Republic,0.23
Estonia,0.21
Lebanon,0.17
Ireland,0.16
Libya,0.13
Singapore,0.1
Moldova,0.09
Yemen,0.08
Iraq,0.08
Mongolia,0.08
Algeria,0.07
Jordan,0.06
Trinidad and Tobago,0.06
Hong Kong (China),0.05
Luxembourg,0.03
Cyprus*,0.01
,1128.01
