China People's Republic of,207.89
India,137
United States,104.17
Brazil,69.72
Nigeria,50.56
Indonesia,37.79
Canada,33.67
Ethiopia,21.35
Pakistan,19.67
Philippines,16.04
Thailand,14.74
Japan,14.4
France,14.39
Mexico,13.5
Viet Nam,12.56
Sweden,11.51
Norway,11.05
South Africa,10.6
Democratic Republic of Congo,10.27
Turkey,9.88
Myanmar,9.26
Tanzania United Republic of,8.86
Sudan*,8.64
Kenya,8.51
Colombia,7.79
Bangladesh,6.65
Italy,6.6
Cuba,5.98
Austria,5.65
Mozambique,5.63
Nepal,5.37
Germany,5.37
Finland,5.21
Spain,5.21
Australia,4.98
Zimbabwe,4.91
Zambia,4.48
Paraguay,4.31
Angola,4.28
Ghana,4.27
Sri Lanka,4.18
New Zealand,4.13
Cameroon,3.95
Peru,3.66
Bolivarian Republic of Venezuela,3.58
Chile,3.43
Switzerland,3.22
Côte d'Ivoire,3.2
Guatemala,3.05
Argentina,2.68
Portugal,2.39
Malaysia,2.27
KoreaDem. People's Rep. of,2.23
Egypt,1.87
Romania,1.83
Poland,1.7
El Salvador,1.65
Honduras,1.63
Benin,1.52
Ecuador,1.5
Iceland,1.41
Nicaragua,1.37
Haiti,1.28
Denmark,1.09
Morocco,1.07
United Kingdom,1.05
Togo,1.01
Senegal,0.95
Uruguay,0.9
Iran Islamic Republic of,0.85
Dominican Republic,0.81
Plurinational State of Bolivia,0.8
Gabon,0.77
Greece,0.68
Costa Rica,0.66
Albania,0.64
Tunisia,0.63
Panama,0.61
Hungary,0.52
Botswana,0.51
Republic of the Congo,0.5
Chinese Taipei,0.43
Bulgaria,0.41
Korea,0.39
Netherlands,0.37
Israel,0.34
Jamaica,0.31
Slovak Republic,0.3
Belgium,0.29
Iraq,0.25
Syrian Arab Republic,0.24
Lebanon,0.15
Czech Republic,0.14
Libya,0.13
Yemen,0.08
Mongolia,0.08
Trinidad and Tobago,0.06
Ireland,0.06
Hong Kong (China),0.04
Singapore,0.04
Algeria,0.03
Luxembourg,0.02
Cyprus*,0.01
,1018.67
