China People's Republic of,214.98
India,143.18
United States,103.91
Brazil,65.5
Nigeria,55.84
Indonesia,47.88
Canada,38.1
Russian Federation,25.56
Ethiopia,23.75
Pakistan,21.61
France,17.81
Mexico,16.16
Thailand,16.04
Philippines,15.52
Japan,14.29
Viet Nam,13.59
Sweden,12.16
Democratic Republic of Congo,11.19
South Africa,11.05
Norway,10.94
Turkey,10
Tanzania United Republic of,9.45
Kenya,9.33
Myanmar,9.33
Sudan*,9.03
Italy,7.78
Colombia,7.28
Bangladesh,7.06
Nepal,5.73
Cuba,5.69
Mozambique,5.61
Austria,5.4
Germany,5.37
Finland,5.32
Chile,5.21
Zimbabwe,5.18
Spain,5.09
Ghana,4.84
Zambia,4.81
Australia,4.73
Bolivarian Republic of Venezuela,4.68
Angola,4.6
Paraguay,4.52
Sri Lanka,4.33
Cameroon,4.26
New Zealand,4.12
Switzerland,3.94
Argentina,3.52
Côte d'Ivoire,3.49
Peru,3.32
Guatemala,3.31
Portugal,2.85
Malaysia,2.25
Korea Dem. People's Rep. of,2.2
Egypt,1.97
Romania,1.81
El Salvador,1.75
Serbia*,1.73
Honduras,1.69
Benin,1.64
Poland,1.5
Nicaragua,1.49
Iceland,1.42
Croatia,1.42
Tajikistan,1.37
United Kingdom,1.36
Haiti,1.35
Uruguay,1.26
Ecuador,1.23
Georgia,1.23
Czech Republic,1.2
Denmark,1.19
Morocco,1.17
Togo,1.16
Greece,1.16
Iran Islamic Republic of,1.07
Latvia,0.98
Ukraine,0.98
Senegal,0.97
Dominican Republic,0.95
Costa Rica,0.95
Plurinational State of Bolivia,0.88
Gabon,0.85
Kyrgyzstan,0.8
Hungary,0.8
Netherlands,0.79
Kazakhstan,0.71
Eritrea,0.71
Tunisia,0.67
Albania,0.64
Panama,0.62
Chinese Taipei,0.6
Uzbekistan,0.54
Slovenia,0.53
Republic of the Congo,0.53
Korea,0.51
Jamaica,0.48
Belgium,0.48
Botswana,0.48
Bosnia and Herzegovina,0.46
Israel,0.4
Bulgaria,0.34
Lithuania,0.31
Namibia,0.3
Armenia,0.28
Slovak Republic,0.28
Macedonia former Yugoslav Republic of,0.26
Belarus,0.24
Syrian Arab Republic,0.23
Estonia,0.22
Lebanon,0.17
Azerbaijan,0.17
Ireland,0.16
Libya,0.13
Singapore,0.1
Iraq,0.08
Moldova,0.08
Yemen,0.08
Mongolia,0.08
Jordan,0.06
Trinidad and Tobago,0.06
Hong Kong (China),0.04
Algeria,0.04
Luxembourg,0.03
Cyprus*,0.01
,1114.92
