ChinaPeople's Republic of,168.8
India,104.91
United States,66.15
Brazil,42.93
Nigeria,33.7
Indonesia,27.13
Canada,25.84
Ethiopia,14.63
France,13.73
Pakistan,12.05
Viet Nam,8.9
Thailand,8.65
Sweden,8.46
Philippines,8.31
Mexico,8.15
Japan,7.2
Tanzania United Republic of,6.95
Turkey,6.91
Myanmar,6.87
Norway,6.59
Italy,6.38
Democratic Republic of Congo,6.33
Sudan*,6.04
Mozambique,5.93
South Africa,5.55
Finland,4.96
Bangladesh,4.89
Australia,4.82
Kenya,4.64
Germany,4.4
Colombia,4.08
Peru,4
Nepal,3.84
Cuba,3.7
Zimbabwe,3.65
Angola,3.34
Zambia,2.89
Sri Lanka,2.89
Argentina,2.79
Ghana,2.76
New Zealand,2.74
Spain,2.64
Cameroon,2.62
Austria,2.6
Switzerland,2.59
Guatemala,2.1
Romania,1.96
Chile,1.94
Côte d'Ivoire,1.83
Korea Dem. People's Rep. of,1.58
Malaysia,1.57
Haiti,1.52
El Salvador,1.39
Paraguay,1.3
Portugal,1.3
Dominican Republic,1.24
Poland,1.24
Egypt,1.19
Bolivarian Republic of Venezuela,1.16
Honduras,1.09
Ecuador,1.08
Benin,1.06
Senegal,0.85
Morocco,0.81
Nicaragua,0.79
Greece,0.65
Togo,0.65
Hungary,0.56
Iceland,0.53
Gabon,0.53
Uruguay,0.52
Albania,0.49
Iran Islamic Republic of,0.45
Tunisia,0.44
Bulgaria,0.42
Chinese Taipei,0.4
Costa Rica,0.37
Panama,0.37
United Kingdom,0.35
Slovak Republic,0.35
Republic of the Congo,0.34
Plurinational State of Bolivia,0.32
Denmark,0.31
Jamaica,0.27
Lebanon,0.18
Korea,0.16
Czech Republic,0.16
Libya,0.11
Ireland,0.07
Algeria,0.05
Yemen,0.05
Iraq,0.05
Belgium,0.04
Trinidad and Tobago,0.04
Hong Kong (China),0.03
Syrian Arab Republic,0.03
Brunei Darussalam,0.01
Luxembourg,0.01
,724.24
