China People's Republic of,243.39
India,170.86
United States,104.89
Brazil,93.32
Nigeria,82.45
Indonesia,63.04
Canada,45.5
Ethiopia,35.36
Pakistan,29.27
Russian Federation,18.71
Thailand,17.66
Mexico,17.62
Germany,16.85
Philippines,16.39
Democratic Republic of Congo,16.38
Viet Nam,16.25
France,15.73
Japan,15.73
Tanzania United Republic of,15.5
Sweden,14.83
South Africa,13.99
Kenya,13.57
Italy,13.33
Norway,12.96
Sudan*,11.49
Myanmar,10.51
Turkey,10.13
Spain,8.4
Bangladesh,8.36
Mozambique,8.19
Finland,8.16
Nepal,8.14
Bolivarian Republic of Venezuela,7.39
Côte d'Ivoire,7.3
Chile,7.11
Austria,7.04
Zambia,6.69
Colombia,6.67
Paraguay,6.58
Australia,6.46
Zimbabwe,6.45
Angola,6.14
Cameroon,5.97
New Zealand,5.33
Argentina,5.2
Romania,4.98
Sri Lanka,4.92
Poland,4.55
Guatemala,4.38
Switzerland,4.16
Peru,3.88
Ghana,3.66
United Kingdom,3.56
Portugal,3.47
Haiti,2.74
Egypt,2.59
Denmark,2.51
Cambodia,2.5
El Salvador,2.49
Gabon,2.39
Iceland,2.38
Malaysia,2.31
Morocco,2.27
Korea Dem. People's Rep. of,2.17
Costa Rica,2.05
Cuba,2.02
Togo,2
Iran Islamic Republic of,1.97
Netherlands,1.97
Czech Republic,1.97
Serbia*,1.94
Croatia,1.86
Honduras,1.85
Latvia,1.85
Benin,1.67
Greece,1.64
Nicaragua,1.49
Niger,1.46
Tajikistan,1.46
Ukraine,1.33
Ecuador,1.26
Senegal,1.21
Hungary,1.19
Tunisia,1.14
Belarus,1.13
Bulgaria,1.12
Kyrgyzstan,1.1
Chinese Taipei,1.1
Korea,1.05
Uruguay,1.02
Dominican Republic,1.01
Georgia,0.9
Lithuania,0.9
Plurinational State of Bolivia,0.87
Belgium,0.87
Slovak Republic,0.86
Panama,0.77
Slovenia,0.77
Uzbekistan,0.75
Israel,0.73
Bosnia and Herzegovina,0.7
Kazakhstan,0.69
Albania,0.69
Republic of the Congo,0.69
Estonia,0.69
Iraq,0.55
Eritrea,0.5
Botswana,0.46
Namibia,0.42
Jamaica,0.41
Syrian Arab Republic,0.38
Ireland,0.37
Montenegro,0.36
Macedonia former Yugoslav Republic of,0.29
Azerbaijan,0.28
Lebanon,0.26
Singapore,0.2
Kosovo,0.18
Mongolia,0.17
Armenia,0.16
Libya,0.15
Algeria,0.12
Moldova,0.1
Yemen,0.09
Jordan,0.08
Luxembourg,0.07
Hong Kong (China),0.05
Cyprus*,0.05
Trinidad and Tobago,0.04
,1380.68
