China People's Republic of,222.42
India,146.31
United States,104.8
Brazil,68.39
Nigeria,60.61
Indonesia,51.67
Canada,41.72
Ethiopia,26.36
Pakistan,23.51
Russian Federation,21.27
France,17.04
Mexico,16.07
Japan,15.51
Philippines,15.01
Thailand,14.81
Viet Nam,13.78
Sweden,12.84
Democratic Republic of Congo,12.25
South Africa,11.7
Norway,11.53
Turkey,10.78
Sudan*,10.4
Kenya,10.26
Tanzania United Republic of,10.03
Myanmar,9.28
Colombia,8.38
Italy,7.49
Bangladesh,7.25
Nepal,6.14
Finland,6.11
Paraguay,6.03
Germany,5.98
Mozambique,5.88
Austria,5.85
Australia,5.53
Spain,5.51
Chile,5.5
Zimbabwe,5.35
Zambia,5.26
Ghana,5.25
Bolivarian Republic of Venezuela,5.05
Argentina,4.95
Angola,4.91
New Zealand,4.74
Cameroon,4.65
Switzerland,4.19
Sri Lanka,4.02
Poland,3.92
Côte d'Ivoire,3.85
Peru,3.44
Cuba,3.38
Guatemala,3.37
Portugal,3.32
Romania,2.8
Malaysia,2.42
Cambodia,2.33
Korea  Dem. People's Rep. of,2.23
Egypt,2.19
United Kingdom,1.84
El Salvador,1.79
Serbia*,1.78
Benin,1.76
Honduras,1.66
Iceland,1.56
Croatia,1.54
Nicaragua,1.42
Haiti,1.39
Togo,1.36
Latvia,1.35
Greece,1.29
Denmark,1.29
Tajikistan,1.26
Ecuador,1.25
Czech Republic,1.2
Morocco,1.19
Ukraine,1.12
Georgia,1.12
Uruguay,1.01
Senegal,1.01
Plurinational State of Bolivia,0.97
Kyrgyzstan,0.96
Costa Rica,0.96
Netherlands,0.92
Gabon,0.9
Iran Islamic Republic of,0.89
Hungary,0.87
Kazakhstan,0.8
Dominican Republic,0.79
Tunisia,0.75
Eritrea,0.73
Albania,0.68
Panama,0.6
Republic of the Congo,0.55
Uzbekistan,0.54
Slovenia,0.51
Botswana,0.51
Slovak Republic,0.5
Lithuania,0.5
Jamaica,0.48
Israel,0.47
Chinese Taipei,0.47
Bosnia and Herzegovina,0.47
Belgium,0.44
Bulgaria,0.42
Korea,0.42
Belarus,0.39
Estonia,0.35
Namibia,0.32
Macedonia former Yugoslav Republic of,0.27
Syrian Arab Republic,0.22
Lebanon,0.18
Armenia,0.18
Azerbaijan,0.15
Ireland,0.15
Libya,0.13
Singapore,0.1
Moldova,0.09
Iraq,0.08
Yemen,0.08
Mongolia,0.08
Jordan,0.06
Hong Kong (China),0.05
Algeria,0.05
Trinidad and Tobago,0.04
Cyprus*,0.04
Luxembourg,0.03
,1164.95
