China People's Republic of,196.47
India,129.06
United States,98.02
Brazil,67.17
Nigeria,45.48
Canada,34.59
Indonesia,33.88
Ethiopia,18.75
Pakistan,17.24
France,16.27
Philippines,15.4
Japan,12.86
Sweden,11.34
Viet Nam,11.25
Thailand,11.07
Mexico,10.85
Norway,9.58
Turkey,9.02
Democratic Republic of Congo,8.9
Myanmar,8.81
South Africa,8.39
Tanzania United Republic of,8.12
Sudan*,8.03
Kenya,7.13
Colombia,6.7
Italy,6.6
Germany,6.33
Bangladesh,6.24
Mozambique,5.9
Australia,5.17
Nepal,4.91
Finland,4.65
Cuba,4.55
Zimbabwe,4.43
Austria,4.37
Zambia,4.33
Peru,4.33
Angola,3.98
Argentina,3.81
Sri Lanka,3.78
Cameroon,3.57
Ghana,3.55
Switzerland,3.35
New Zealand,3.21
Chile,3.18
Spain,3.13
Côte d'Ivoire,2.77
Guatemala,2.64
Bolivarian Republic of Venezuela,2.48
Romania,2.29
Malaysia,2.02
El Salvador,2.01
Paraguay,2.01
Korea Dem. People's Rep. of,1.98
Portugal,1.85
Egypt,1.69
Haiti,1.63
Honduras,1.47
Poland,1.45
Benin,1.37
Ecuador,1.34
Nicaragua,1.29
Iceland,1.25
Uruguay,1.11
Dominican Republic,1.1
Plurinational State of Bolivia,1.02
Morocco,0.94
Senegal,0.92
Togo,0.87
Denmark,0.86
Gabon,0.72
Iran Islamic Republic of,0.71
Greece,0.69
Panama,0.6
Bulgaria,0.6
Hungary,0.6
Costa Rica,0.6
Tunisia,0.58
Albania,0.56
Chinese Taipei,0.52
Republic of the Congo,0.44
Botswana,0.42
United Kingdom,0.35
Korea,0.31
Slovak Republic,0.31
Syrian Arab Republic,0.29
Jamaica,0.25
Israel,0.23
Lebanon,0.15
Czech Republic,0.14
Libya,0.13
Netherlands,0.09
Mongolia,0.08
Yemen,0.07
Iraq,0.07
Ireland,0.07
Algeria,0.06
Belgium,0.05
Hong Kong (China),0.04
Trinidad and Tobago,0.04
Luxembourg,0.02
Brunei Darussalam,0.01
Cyprus*,0.01
,945.92
