China People's Republic of,230.1
India,157.39
United States,89.26
Nigeria,72.37
Brazil,71.1
Indonesia,61.44
Canada,41.54
Ethiopia,31.52
Pakistan,26.15
Russian Federation,18.7
Philippines,17.5
France,16.58
Viet Nam,15.96
Mexico,15.92
Japan,15.29
Democratic Republic of Congo,14.24
Sweden,14.23
Thailand,13.76
South Africa,13.32
Tanzania United Republic of,13.31
Kenya,11.84
Sudan*,11.68
Norway,11.49
Italy,9.77
Germany,9.64
Myanmar,9.58
Turkey,9.38
Spain,8.16
Bangladesh,7.85
Mozambique,7.53
Finland,7.51
Nepal,7.33
Austria,6.71
Chile,6.52
Australia,6.48
Argentina,6.21
Paraguay,6.16
Zambia,6.05
Colombia,6.01
Zimbabwe,5.93
Bolivarian Republic of Venezuela,5.9
Angola,5.5
Cameroon,5.39
Switzerland,4.88
New Zealand,4.79
Sri Lanka,4.56
Côte d'Ivoire,4.39
Ghana,4.27
Guatemala,4.1
Poland,4.07
Portugal,4.01
Peru,3.83
Cuba,3.77
Romania,3.42
Cambodia,2.69
Egypt,2.67
Malaysia,2.48
Iceland,2.33
United Kingdom,2.32
El Salvador,2.28
Serbia*,1.97
Korea Dem. People's Rep. of,1.92
Denmark,1.86
Togo,1.8
Croatia,1.71
Netherlands,1.56
Haiti,1.54
Latvia,1.51
Honduras,1.5
Czech Republic,1.5
Benin,1.49
Morocco,1.32
Ecuador,1.32
Greece,1.32
Nicaragua,1.31
Ukraine,1.3
Niger,1.28
Costa Rica,1.26
Tajikistan,1.22
Uruguay,1.21
Senegal,1.19
Georgia,1.13
Gabon,1.02
Kyrgyzstan,1.01
Tunisia,0.98
Chinese Taipei,0.95
Belarus,0.91
Dominican Republic,0.89
Hungary,0.87
Plurinational State of Bolivia,0.87
Slovenia,0.78
Slovak Republic,0.77
Korea,0.76
Panama,0.72
Kazakhstan,0.71
Lithuania,0.71
Bulgaria,0.7
Bosnia and Herzegovina,0.63
Israel,0.63
Belgium,0.6
Iran Islamic Republic of,0.58
Albania,0.56
Estonia,0.55
Republic of the Congo,0.54
Botswana,0.54
Eritrea,0.53
Uzbekistan,0.52
Jamaica,0.5
Namibia,0.37
Syrian Arab Republic,0.3
Ireland,0.23
Macedonia former Yugoslav Republic of,0.22
Singapore,0.2
Lebanon,0.17
Kosovo,0.17
Mongolia,0.15
Libya,0.14
Azerbaijan,0.13
Moldova,0.1
Armenia,0.09
Iraq,0.08
Yemen,0.08
Jordan,0.07
Algeria,0.06
Hong Kong (China),0.05
Luxembourg,0.04
Cyprus*,0.04
Trinidad and Tobago,0.02
,1242.92
