China People's Republic of,237.25
India,166.34
United States,101.11
Brazil,89.4
Nigeria,79.73
Indonesia,63.11
Canada,44.38
Ethiopia,34.37
Pakistan,28.29
Russian Federation,18.95
Thailand,17
Philippines,16.92
Mexico,16.5
Japan,16.28
Viet Nam,16.26
Democratic Republic of Congo,15.82
France,15.77
Tanzania United Republic of,14.95
Germany,14.57
South Africa,13.77
Kenya,13.27
Sweden,13.15
Italy,12.19
Sudan*,11.72
Turkey,10.78
Norway,10.54
Myanmar,10.37
Spain,8.82
Finland,8.73
Bangladesh,8.24
Nepal,7.96
Mozambique,7.91
Côte d'Ivoire,7.1
Bolivarian Republic of Venezuela,6.76
Colombia,6.66
Chile,6.66
Paraguay,6.63
Austria,6.62
Australia,6.53
Zambia,6.5
Zimbabwe,6.41
Angola,5.97
Cameroon,5.84
New Zealand,5.44
Sri Lanka,4.77
Argentina,4.75
Romania,4.59
Guatemala,4.46
Poland,4.32
Switzerland,4.3
Peru,3.89
Portugal,3.8
Ghana,3.73
United Kingdom,2.93
Cuba,2.77
Egypt,2.56
Cambodia,2.56
Morocco,2.46
Denmark,2.45
El Salvador,2.39
Malaysia,2.37
Iceland,2.33
Korea Dem. People's Rep. of,2.11
Gabon,2.06
Costa Rica,2.03
Togo,1.94
Netherlands,1.88
Czech Republic,1.87
Serbia*,1.86
Croatia,1.85
Latvia,1.84
Honduras,1.68
Haiti,1.65
Benin,1.62
Greece,1.57
Nicaragua,1.48
Niger,1.41
Tajikistan,1.41
Ecuador,1.3
Ukraine,1.28
Senegal,1.2
Georgia,1.18
Kyrgyzstan,1.12
Tunisia,1.1
Chinese Taipei,1.03
Iran Islamic Republic of,1.01
Bulgaria,1.01
Dominican Republic,1
Belarus,1
Hungary,0.95
Korea,0.93
Plurinational State of Bolivia,0.88
Lithuania,0.85
Uruguay,0.85
Slovenia,0.82
Panama,0.8
Uzbekistan,0.78
Belgium,0.76
Slovak Republic,0.74
Israel,0.73
Kazakhstan,0.71
Bosnia and Herzegovina,0.7
Albania,0.7
Estonia,0.68
Republic of the Congo,0.65
Eritrea,0.48
Botswana,0.46
Jamaica,0.41
Namibia,0.39
Syrian Arab Republic,0.36
Macedonia former Yugoslav Republic of,0.3
Ireland,0.28
Lebanon,0.26
Azerbaijan,0.25
Singapore,0.2
Kosovo,0.18
Armenia,0.18
Mongolia,0.17
Libya,0.15
Moldova,0.11
Yemen,0.09
Algeria,0.08
Iraq,0.08
Jordan,0.08
Luxembourg,0.05
Hong Kong (China),0.05
Cyprus*,0.05
Trinidad and Tobago,0.04
,1340.72
