China People's Republic of,171.91
India,107.74
United States,65.77
Brazil,43.64
Nigeria,34.57
Indonesia,27.74
Canada,23.63
Ethiopia,14.96
France,14.39
Pakistan,12.44
Thailand,9.99
Viet Nam,9.11
Philippines,8.54
Sweden,8.52
Mexico,8.05
Turkey,7.38
Japan,7.26
Tanzania United Republic of,7.02
Myanmar,7.01
Norway,6.65
Italy,6.58
Democratic Republic of Congo,6.53
Sudan*,6.18
South Africa,6.08
Mozambique,5.93
Colombia,5.09
Bangladesh,5.07
Australia,4.96
Kenya,4.83
Germany,4.31
Finland,4.19
Peru,3.93
Nepal,3.93
Cuba,3.76
Zimbabwe,3.75
Angola,3.39
Sri Lanka,3.12
Switzerland,3.08
New Zealand,2.99
Zambia,2.99
Ghana,2.82
Austria,2.72
Cameroon,2.69
Guatemala,2.44
Argentina,2.34
Spain,2.27
Romania,2.06
Chile,1.96
Côte d'Ivoire,1.9
Korea Dem. People's Rep. of,1.61
Malaysia,1.59
Haiti,1.58
El Salvador,1.56
Dominican Republic,1.26
Bolivarian Republic of Venezuela,1.25
Paraguay,1.25
Egypt,1.25
Poland,1.23
Portugal,1.19
Honduras,1.11
Benin,1.09
Ecuador,1.08
Senegal,0.85
Nicaragua,0.83
Morocco,0.8
Togo,0.67
Greece,0.62
Iceland,0.58
Gabon,0.54
Uruguay,0.52
Albania,0.51
Hungary,0.5
Iran Islamic Republic of,0.46
Bulgaria,0.45
Tunisia,0.45
Chinese Taipei,0.45
Costa Rica,0.39
Panama,0.38
Republic of the Congo,0.35
Plurinational State of Bolivia,0.34
Slovak Republic,0.33
Denmark,0.32
United Kingdom,0.32
Jamaica,0.25
Netherlands,0.19
Lebanon,0.18
Czech Republic,0.16
Korea,0.14
Libya,0.11
Syrian Arab Republic,0.07
Iraq,0.06
Yemen,0.05
Ireland,0.04
Hong Kong (China),0.03
Algeria,0.03
Trinidad and Tobago,0.03
Belgium,0.03
Cyprus*,0.01
Brunei Darussalam,0.01
Luxembourg,0.01
,737.32
