China People's Republic of,184.94
India,120.46
United States,83.07
Brazil,51.56
Nigeria,39.61
Indonesia,30.4
Canada,29.25
Ethiopia,16.19
Pakistan,14.78
France,14.68
Philippines,11.51
Thailand,10.76
Viet Nam,10.27
Mexico,9.12
Sweden,9.11
Turkey,8.72
Japan,8.37
Norway,7.77
Myanmar,7.64
Democratic Republic of Congo,7.58
Tanzania United Republic of,7.3
Sudan*,7.09
Italy,7
South Africa,6.41
Mozambique,5.96
Colombia,5.96
Kenya,5.84
Bangladesh,5.7
Germany,5.48
Australia,4.75
Nepal,4.4
Finland,4.35
Cuba,4.27
Peru,4.04
Zimbabwe,4.01
Zambia,3.73
Angola,3.65
Austria,3.6
Argentina,3.45
Ghana,3.31
Switzerland,3.29
Sri Lanka,3.21
New Zealand,3.17
Cameroon,3.09
Spain,2.81
Chile,2.47
Guatemala,2.37
Côte d'Ivoire,2.34
Romania,2.04
El Salvador,1.91
Haiti,1.88
Korea Dem. People's Rep. of,1.77
Malaysia,1.71
Bolivarian Republic of Venezuela,1.67
Egypt,1.64
Paraguay,1.61
Portugal,1.41
Dominican Republic,1.33
Honduras,1.31
Benin,1.21
Ecuador,1.06
Poland,1.04
Morocco,0.93
Nicaragua,0.91
Iceland,0.9
Senegal,0.89
Plurinational State of Bolivia,0.83
Uruguay,0.77
Togo,0.75
Greece,0.74
Albania,0.63
 Islamic Republic of,0.62
Gabon,0.61
Denmark,0.59
Hungary,0.54
Panama,0.53
Bulgaria,0.52
Tunisia,0.5
Costa Rica,0.5
Republic of the Congo,0.39
Slovak Republic,0.36
United Kingdom,0.33
Chinese Taipei,0.25
Netherlands,0.23
Syrian Arab Republic,0.23
Jamaica,0.22
Czech Republic,0.21
Lebanon,0.18
Korea,0.17
Libya,0.13
Belgium,0.08
Iraq,0.08
Ireland,0.07
Yemen,0.06
Hong Kong (China),0.04
Algeria,0.03
Trinidad and Tobago,0.03
Luxembourg,0.02
Cyprus*,0.01
Brunei Darussalam,0.01
,835.32
