China People's Republic of,219.62
India,145.79
United States,100.05
Brazil,69.29
Nigeria,58.94
Indonesia,50.57
Canada,40.81
Ethiopia,25.5
Pakistan,22.93
Russian Federation,21.77
France,17.22
Philippines,15.48
Mexico,15.03
Thailand,14
Viet Nam,13.62
Japan,13.08
Democratic Republic of Congo,11.82
South Africa,11.51
Sweden,11.46
Norway,10.67
Turkey,10.38
Sudan*,10.29
Kenya,9.87
Tanzania United Republic of,9.83
Myanmar,9.14
Colombia,8.34
Italy,8.05
Bangladesh,7.27
Nepal,5.99
Spain,5.96
Finland,5.8
Germany,5.78
Mozambique,5.78
Austria,5.54
Paraguay,5.38
Australia,5.38
Zimbabwe,5.27
Zambia,5.16
Chile,5.15
Ghana,5.13
Bolivarian Republic of Venezuela,5.01
Angola,4.81
Argentina,4.69
New Zealand,4.59
Cameroon,4.52
Switzerland,4.48
Cuba,4.04
Sri Lanka,4
Poland,3.85
Côte d'Ivoire,3.71
Peru,3.45
Portugal,3.43
Guatemala,3.24
Malaysia,2.44
Romania,2.27
Egypt,2.18
Korea Dem. People's Rep. of,2.18
United Kingdom,1.77
El Salvador,1.75
Benin,1.72
Honduras,1.67
Serbia*,1.64
Iceland,1.54
Croatia,1.47
Tajikistan,1.44
Nicaragua,1.42
Haiti,1.37
Czech Republic,1.34
Ecuador,1.32
Ukraine,1.31
Togo,1.28
Denmark,1.24
Latvia,1.22
Greece,1.2
Morocco,1.19
Uruguay,1.18
Kyrgyzstan,1.01
Senegal,0.99
Costa Rica,0.98
Plurinational State of Bolivia,0.95
Iran Islamic Republic of,0.93
Gabon,0.88
Georgia,0.87
Kazakhstan,0.87
Netherlands,0.85
Hungary,0.82
Dominican Republic,0.82
Tunisia,0.72
Eritrea,0.71
Albania,0.65
Panama,0.65
Uzbekistan,0.62
Slovak Republic,0.55
Republic of the Congo,0.55
Slovenia,0.53
Botswana,0.51
Jamaica,0.49
Chinese Taipei,0.48
Lithuania,0.48
Bosnia and Herzegovina,0.46
Israel,0.44
Korea,0.36
Belarus,0.34
Belgium,0.33
Armenia,0.32
Estonia,0.32
Bulgaria,0.3
Namibia,0.28
Macedonia former Yugoslav Republic of,0.26
Syrian Arab Republic,0.22
Lebanon,0.19
Azerbaijan,0.18
Ireland,0.17
Libya,0.13
Singapore,0.1
Moldova,0.09
Mongolia,0.08
Yemen,0.08
Iraq,0.07
Jordan,0.06
Trinidad and Tobago,0.06
Algeria,0.05
Hong Kong (China),0.05
Luxembourg,0.04
Cyprus*,0.01
,1140.51
